,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,yearcorrect
6025,5,6,2011,6.9,40000.0,2317,2091,2067,52,30000000,15395087,686,130.0,2011
7557,5,0,2019,5.8,9900.0,386,1348,845,31,15000000,15383580,527,104.0,2019
1727,5,4,1990,6.4,12000.0,1133,1747,1157,53,20000000,15379253,1386,110.0,1990
1799,4,1,1990,5.3,3300.0,2027,3152,640,53,3000000,15369573,1947,100.0,1990
1519,5,4,1989,5.6,17000.0,2559,1288,1730,53,0,15351421,1665,99.0,1989
2567,6,0,1994,6.1,19000.0,1746,3401,2049,53,20000000,15339030,686,118.0,1994
7449,6,4,2019,5.5,65000.0,1255,1932,238,53,0,15325468,1023,104.0,2019
2885,6,8,1996,5.8,29000.0,2659,3851,2114,53,8500000,15315484,1697,93.0,1996
5629,6,4,2009,5.8,21000.0,1925,225,1130,53,10000000,15300885,1699,89.0,2009
5229,6,0,2007,4.8,13000.0,1833,2004,624,53,0,15291277,1198,93.0,2007
1725,6,4,1990,6.8,20000.0,1043,1801,238,53,15000000,15260154,797,89.0,1990
2512,6,0,1994,5.2,12000.0,1420,95,1600,53,25000000,15240435,2115,99.0,1994
2535,5,3,1994,7.2,16000.0,1939,69,1882,52,65897768,15238689,2065,110.0,1994
90,6,4,1980,4.3,593.0,344,544,262,53,0,15198912,937,97.0,1980
4252,6,0,2003,8.4,532000.0,2010,1351,395,44,3000000,15189934,1936,120.0,2003
2345,6,5,1993,6.3,24000.0,854,3851,1702,53,0,15185672,563,120.0,1993
212,4,4,1982,4.4,34000.0,2018,2323,1782,53,13200000,15171476,1697,115.0,1982
2126,4,6,1992,7.0,4100.0,457,3378,834,53,10000000,15164458,2179,112.0,1992
4821,6,1,2005,7.4,41000.0,746,1128,763,53,1000000,15151744,356,103.0,2006
1098,5,6,1987,5.7,9500.0,1210,4201,1572,53,0,15151736,1613,93.0,1987
5828,4,6,2010,6.4,16000.0,2676,3521,284,53,31000000,15134293,498,106.0,2010
1352,4,1,1988,5.1,8800.0,2169,3197,1968,53,0,15122324,1697,86.0,1988
2719,6,9,1995,4.8,32000.0,1282,1020,634,53,5000000,15116634,1156,87.0,1995
563,4,4,1984,5.1,3900.0,2362,629,1581,53,0,15101131,2104,94.0,1984
3002,1,1,1996,5.2,5500.0,2504,3782,1659,10,25000000,15094530,1606,96.0,1996
5780,6,0,2010,7.5,100000.0,2775,3967,637,17,0,15089448,1102,108.0,2010
1888,6,0,1991,6.6,20000.0,555,4296,2247,53,10000000,15073942,2104,111.0,1991
3382,6,4,1998,6.0,14000.0,41,263,2486,53,14000000,15064946,1697,96.0,1998
735,5,0,1985,5.2,13000.0,1072,1512,2074,53,12500000,15057465,2044,100.0,1985
3352,6,5,1998,6.2,11000.0,2250,3462,1967,53,37000000,15055091,629,94.0,1998
5790,3,6,2010,6.4,9800.0,2380,2370,1124,44,0,15038301,1939,107.0,2011
4188,6,4,2002,4.9,31000.0,1908,2971,482,53,20000000,15020293,1572,94.0,2003
5100,6,3,2007,7.5,173000.0,108,190,272,53,30000000,15001776,2179,160.0,2007
758,4,1,1985,5.1,3100.0,253,743,2609,53,0,14972297,1945,95.0,1985
375,6,4,1983,7.5,115000.0,2598,1458,1210,52,9000000,14949697,575,107.0,1983
4177,6,0,2002,6.2,30000.0,2737,923,2591,53,20000000,14946150,46,94.0,2002
2781,6,5,1995,5.9,17000.0,201,1189,555,53,40000000,14942422,2115,101.0,1995
3609,4,6,1999,6.8,12000.0,2747,3114,1730,53,27000000,14936407,723,124.0,1999
170,4,6,1981,6.0,891.0,2323,437,1448,53,0,14923752,2156,112.0,1981
135,4,6,1981,7.3,9000.0,1900,1139,1005,53,0,14920781,810,155.0,1981
1884,6,4,1991,7.6,34000.0,48,3562,2103,23,12000000,14919570,343,118.0,1991
2380,5,4,1993,6.6,5300.0,1883,2918,38,6,9000000,14904910,1669,97.0,1993
3473,6,4,1999,7.2,92000.0,72,4110,1690,53,25000000,14902041,424,103.0,1999
6981,6,5,2016,6.7,60000.0,2486,3145,1695,53,20000000,14880939,384,120.0,2017
4569,4,7,2004,5.9,27000.0,2412,2954,926,53,15000000,14867514,1606,103.0,2004
141,6,4,1981,6.4,5700.0,267,425,1310,53,12000000,14867086,233,122.0,1981
3952,5,4,2001,5.5,22000.0,1011,1016,2027,6,39000000,14866015,2142,98.0,2001
6956,6,0,2016,6.3,40000.0,1141,181,957,52,20000000,14857808,2011,92.0,2016
2018,6,4,1991,6.5,4100.0,1593,2586,2075,53,16000000,14851083,626,115.0,1991
3150,6,6,1997,7.3,9100.0,1503,2297,2207,53,6000000,14842388,2107,109.0,1997
3750,5,9,2000,4.9,17000.0,2737,4288,1025,53,90000000,14828081,1158,90.0,2000
4579,6,4,2004,4.5,22000.0,1244,433,652,53,16000000,14821824,1538,86.0,2004
4856,6,6,2006,7.5,107000.0,2639,4071,1355,53,26000000,14821658,1606,137.0,2007
2945,6,0,1996,6.0,13000.0,2278,3627,2482,53,0,14818176,809,114.0,1996
4238,5,6,2002,6.3,13000.0,1932,7,876,52,25000000,14815898,1023,102.0,2002
2556,6,4,1994,6.3,13000.0,111,192,1468,53,0,14815317,1572,93.0,1994
2014,1,4,1991,6.0,4600.0,2273,4013,893,53,0,14812144,1697,92.0,1991
2115,5,4,1992,5.5,9100.0,2443,782,2132,53,0,14796494,1371,90.0,1992
31,6,9,1980,5.4,16000.0,2050,4278,1507,6,0,14796236,1138,92.0,1980
1126,4,4,1987,7.5,32000.0,2782,4318,1732,53,16000000,14792779,1292,88.0,1987
1905,5,6,1991,6.4,13000.0,314,397,2186,53,0,14789113,1708,116.0,1991
5778,6,4,2010,6.3,44000.0,2459,3810,2349,53,7000000,14788642,1023,97.0,2011
3933,5,4,2001,6.3,17000.0,305,2153,772,53,24000000,14782676,2095,89.0,2001
4375,5,2,2003,7.8,51000.0,2567,3958,1786,14,9500000,14776760,1400,80.0,2004
3224,5,4,1997,5.7,5600.0,2170,714,1650,53,11000000,14772788,124,107.0,1997
1763,5,0,1990,4.8,6000.0,600,3833,1877,53,22000000,14760451,1640,85.0,1990
5180,6,0,2007,8.0,100000.0,1462,212,2579,5,4000000,14759148,2227,115.0,2007
6175,6,3,2012,7.5,45000.0,1968,462,77,11,0,14758997,2229,137.0,2012
4962,6,9,2006,5.4,37000.0,1390,2793,1274,53,10000000,14756513,1041,93.0,2006
1481,6,3,1989,7.9,70000.0,1259,3767,514,23,0,14743391,963,103.0,1990
2100,5,6,1992,6.9,23000.0,2278,1064,284,53,18000000,14715067,1697,106.0,1992
6495,6,4,2014,6.7,97000.0,2059,3201,1181,53,20000000,14710975,1086,148.0,2015
2970,6,4,1996,6.7,18000.0,629,966,215,53,7000000,14702438,1556,92.0,1996
1496,6,0,1989,6.5,52000.0,1711,2643,1083,53,1500000,14697005,1341,97.0,1989
2394,5,0,1993,7.5,16000.0,2781,3976,2145,17,11000000,14694904,984,85.0,2001
2204,5,6,1992,6.5,4900.0,2318,1073,1950,14,27000000,14683921,137,132.0,1992
1392,4,4,1988,4.6,6100.0,346,3886,650,53,0,14681192,2179,113.0,1988
223,1,2,1982,7.6,37000.0,710,3469,694,53,7000000,14665733,269,82.0,1982
48,4,0,1980,5.1,3100.0,489,2777,627,53,15000000,14662035,2142,94.0,1980
6832,6,4,2015,6.6,19000.0,1855,2432,2186,53,1000000,14659448,1824,90.0,2016
407,4,4,1983,7.2,13000.0,1620,4312,1737,52,0,14648076,89,110.0,1983
647,4,4,1985,7.3,88000.0,1425,2072,677,53,15000000,14643997,1697,94.0,1985
6565,5,6,2014,6.9,16000.0,944,1440,872,53,7000000,14618727,386,116.0,2014
4638,5,4,2004,5.2,12000.0,720,1105,819,53,30000000,14615099,2115,110.0,2004
5409,6,4,2008,6.2,45000.0,701,1603,2306,53,14700000,14603177,2169,103.0,2009
3241,5,4,1997,5.8,6000.0,1425,3688,1769,53,0,14598571,1381,98.0,1997
3828,6,4,2000,7.4,21000.0,1653,2564,1538,46,0,14596148,1532,106.0,2001
3326,6,0,1998,6.0,53000.0,2062,997,1453,53,60000000,14594226,2179,99.0,1998
1907,5,0,1991,5.8,6600.0,1369,3841,531,53,35000000,14587732,1697,115.0,1991
1058,6,9,1987,7.0,108000.0,488,744,116,52,0,14575193,1613,94.0,1987
499,6,9,1984,5.6,49000.0,863,3851,1994,53,800000,14568989,1155,92.0,1984
1661,6,4,1990,7.2,86000.0,619,338,1877,53,9500000,14561425,1752,125.0,1990
1328,6,4,1988,6.0,6700.0,2463,3818,1485,53,6500000,14545844,686,121.0,1988
2332,6,6,1993,6.3,24000.0,932,4043,1088,53,0,14543394,2115,109.0,1993
3169,5,0,1997,5.4,13000.0,1689,2761,76,53,20000000,14515490,686,101.0,1997
7183,5,3,2017,7.1,22000.0,870,3114,1352,53,0,14510490,1367,116.0,2017
84,4,4,1980,5.2,2100.0,940,2214,824,53,0,14504277,2179,94.0,1980
2934,6,0,1996,5.5,21000.0,2226,2418,1083,53,25000000,14502483,686,101.0,1996
4592,5,4,2004,4.8,30000.0,205,3871,215,53,40000000,14494036,835,99.0,2004
3649,6,4,2000,7.5,94000.0,945,1444,1820,25,0,14493284,1526,108.0,2001
181,6,6,1981,5.9,1600.0,918,1423,989,53,0,14492125,1297,117.0,1981
920,6,9,1986,5.4,14000.0,159,618,158,53,0,14481606,2142,93.0,1986
7035,5,3,2016,6.9,15000.0,94,1502,568,10,14000000,14459330,1044,111.0,2017
7511,6,6,2019,5.4,38000.0,2532,3910,1695,52,25000000,14454622,403,106.0,2019
6828,6,4,2015,5.4,33000.0,1523,3879,2565,53,35000000,14431253,1608,91.0,2015
6842,6,6,2015,7.1,32000.0,112,193,381,52,0,14430249,297,91.0,2015
522,5,4,1984,6.4,19000.0,2606,4013,351,53,700000,14418922,256,95.0,1984
3598,4,4,1999,6.9,12000.0,837,2086,1607,25,12000000,14401563,1526,117.0,1999
234,6,9,1982,5.0,45000.0,2681,4127,2481,53,2500000,14400000,810,98.0,1982
4439,5,4,2003,5.6,9300.0,479,3693,1613,53,16000000,14390329,1023,101.0,2003
1121,5,0,1987,4.5,11000.0,763,1186,2583,53,55000000,14375181,686,107.0,1987
5605,4,3,2009,6.9,26000.0,1152,1767,11,52,8500000,14374652,1710,119.0,2009
2148,5,4,1992,6.0,23000.0,1320,1514,387,53,40000000,14358033,2179,99.0,1992
2164,6,0,1992,6.3,8600.0,749,723,278,53,10000000,14356479,2115,95.0,1992
5073,5,4,2007,6.7,80000.0,35,3111,123,53,0,14353654,1697,88.0,2007
7272,6,4,2018,7.4,68000.0,269,431,704,53,2000000,14347433,52,93.0,2018
1511,6,1,1989,4.6,35000.0,2235,3445,1123,6,5000000,14343976,1697,100.0,1989
3937,6,4,2001,4.6,47000.0,2656,4097,2487,53,14000000,14343028,1608,87.0,2001
5791,6,4,2010,7.2,89000.0,1893,2929,751,53,3200000,14311701,1652,105.0,2011
858,4,1,1986,6.6,28000.0,2117,3200,895,53,25000000,14302779,2066,117.0,1986
509,4,0,1984,4.4,19000.0,1192,967,917,52,35000000,14296438,234,124.0,1984
7378,6,6,2018,6.4,42000.0,2539,2161,451,53,1500000,14293601,1010,98.0,2018
61,4,6,1980,6.7,1900.0,1300,1984,2075,53,0,14287755,1815,123.0,1980
1485,4,1,1989,6.1,14000.0,2642,903,787,53,6000000,14278900,554,100.0,1989
7411,6,3,2018,6.7,21000.0,2741,3398,1378,52,0,14273033,1643,111.0,2018
7597,3,4,2019,6.3,9000.0,1601,3580,1345,20,0,14256199,1476,126.0,2019
531,4,0,1984,5.7,10000.0,2543,3924,2121,53,9000000,14255801,1538,91.0,1984
3672,4,6,2000,8.1,133000.0,1498,2280,2512,17,0,14244250,398,98.0,2001
653,6,4,1985,7.3,56000.0,540,3634,457,53,4000000,14237880,631,91.0,1985
111,6,9,1981,6.8,51000.0,590,906,1116,6,0,14225876,522,103.0,1981
987,4,4,1986,5.8,2600.0,38,65,37,53,0,14205021,2142,106.0,1986
725,5,6,1985,6.2,9300.0,2185,296,1743,53,27000000,14202899,884,113.0,1985
4809,5,6,2005,6.7,44000.0,1364,886,876,53,20000000,14189860,1556,100.0,2005
1089,6,9,1987,6.7,39000.0,1320,2021,634,53,3000000,14182492,122,102.0,1987
70,4,4,1980,4.7,1800.0,895,1505,650,53,0,14155617,686,103.0,1980
3825,6,4,2000,5.6,9100.0,1896,1354,809,53,60000000,14145677,448,105.0,2000
1963,4,4,1991,5.8,11000.0,1381,2100,1166,53,0,14143280,2095,91.0,1991
1322,4,9,1988,4.7,17000.0,890,1370,910,53,10500000,14114488,1538,98.0,1988
2066,5,2,1992,4.9,22000.0,2161,2836,798,53,30000000,14110589,318,102.0,1992
128,4,0,1981,6.7,16000.0,1780,1518,1996,52,18000000,14110013,1697,109.0,1981
6169,6,6,2012,6.2,59000.0,2305,3569,2316,45,0,14107313,1548,114.0,2012
750,6,4,1985,4.7,1400.0,1027,377,226,53,0,14100000,1503,91.0,1985
241,6,4,1982,7.1,19000.0,205,342,2361,53,5000000,14099953,1538,110.0,1982
3355,5,5,1998,7.4,39000.0,257,4185,1514,52,0,14096321,1490,134.0,1998
2911,5,12,1996,6.2,34000.0,648,992,375,53,25000000,14063331,1433,115.0,1996
1974,6,0,1991,6.0,3800.0,1711,899,1092,53,10000000,14061361,1697,83.0,1991
3191,4,6,1997,6.5,5600.0,406,90,1964,52,0,14059077,1229,99.0,1997
226,4,0,1982,6.2,22000.0,711,1077,1617,53,8000000,14056528,1399,118.0,1982
3347,5,0,1998,4.9,32000.0,1358,797,500,53,28000000,14051384,2142,123.0,1998
350,6,4,1983,5.3,6100.0,1976,804,2012,53,3500000,14049540,2140,89.0,1983
3926,4,2,2001,6.3,33000.0,288,2599,1485,53,70000000,14026418,2179,95.0,2001
3612,6,5,1999,6.3,6000.0,1853,2841,1916,53,7000000,14011454,807,95.0,1999
3923,6,0,2001,4.9,52000.0,1320,2423,1847,53,28000000,14010832,1911,98.0,2001
3235,6,4,1997,5.4,8700.0,1628,2637,233,53,0,14009368,781,93.0,1997
1094,6,8,1987,6.1,23000.0,1824,3851,829,53,3500000,14000000,1613,92.0,1987
260,4,3,1982,7.7,19000.0,504,764,977,53,9500000,14000000,1752,122.0,1982
426,6,4,1983,5.8,4700.0,1852,2855,2580,53,12000000,14000000,1815,103.0,1983
1312,4,3,1988,7.3,17000.0,2166,3344,675,53,0,13994920,168,103.0,1988
1679,6,1,1990,6.4,28000.0,1012,4276,191,53,0,13985225,563,90.0,1990
2746,6,9,1995,5.3,11000.0,243,744,2520,53,6000000,13940383,1752,95.0,1995
4891,6,1,2006,6.8,104000.0,1623,1676,975,53,20000000,13939963,1826,93.0,2006
848,4,1,1986,7.4,127000.0,1254,1033,551,52,25000000,13915874,1180,101.0,1986
4155,6,5,2002,7.3,41000.0,2484,3910,391,52,10000000,13904766,290,97.0,2003
1873,5,4,1991,5.9,27000.0,191,1200,2012,53,6788000,13878411,1752,103.0,1991
1304,5,4,1988,5.4,25000.0,2188,1893,500,53,20000000,13854000,2190,105.0,1988
1110,6,0,1987,6.7,24000.0,1354,1706,150,53,0,13839404,1804,110.0,1987
7438,5,0,2018,6.2,11000.0,1307,2068,1447,34,0,13837294,955,106.0,2018
1361,6,4,1988,6.9,6000.0,2281,2088,2163,53,22000000,13825794,917,117.0,1988
4342,6,0,2003,2.1,36000.0,2712,2629,1256,15,12000000,13818181,422,90.0,2003
3393,6,0,1998,6.1,16000.0,201,941,1754,53,50000000,13806137,1490,100.0,1998
4153,5,4,2002,4.6,6400.0,1241,476,1789,53,15600000,13802599,1568,91.0,2002
5711,6,6,2010,7.2,138000.0,664,1019,1112,53,2000000,13796834,190,100.0,2010
3979,6,6,2001,7.7,92000.0,1986,2624,1826,15,0,13782896,2121,120.0,2001
3788,6,4,2000,5.2,13000.0,2179,4046,2465,53,24000000,13743212,459,84.0,2000
1539,5,3,1989,6.2,16000.0,1257,2977,597,53,0,13741060,1665,108.0,1989
3171,4,4,1997,6.6,31000.0,1398,3487,238,53,20000000,13717039,2179,94.0,1997
3188,6,6,1997,7.1,11000.0,1055,1567,919,53,0,13692848,1556,102.0,1998
1373,4,1,1988,6.6,2400.0,908,2033,2483,2,0,13687027,487,99.0,1988
2749,6,3,1995,7.1,29000.0,1988,3848,153,53,44000000,13681765,647,192.0,1996
3922,5,0,2001,6.0,14000.0,1616,3563,459,53,35000000,13678913,1568,94.0,2001
798,1,7,1985,6.5,3400.0,2136,4033,1672,6,0,13677222,2176,89.0,1985
2509,1,2,1994,6.1,22000.0,2143,940,1596,53,27000000,13670688,2115,80.0,1994
1363,4,4,1988,5.9,9300.0,314,1061,1293,53,0,13664060,686,98.0,1988
5533,6,6,2009,6.3,71000.0,192,1253,1309,53,14000000,13657649,2011,96.0,2010
2549,5,4,1994,7.0,9700.0,2463,2137,70,53,14000000,13642861,2142,115.0,1994
6389,5,0,2013,6.9,78000.0,1075,1659,2117,53,9000000,13627519,1857,106.0,2013
6968,5,4,2016,7.9,88000.0,1319,3799,765,23,0,13624522,718,106.0,2016
5165,5,4,2007,6.2,47000.0,1289,602,86,53,16500000,13620075,1568,108.0,2007
2299,6,6,1993,5.8,17000.0,52,86,341,53,6000000,13609396,1568,89.0,1993
6805,4,2,2015,5.8,10000.0,889,893,747,53,0,13603453,480,99.0,2015
4404,6,4,2003,6.3,30000.0,2782,4318,2619,53,18000000,13585075,835,108.0,2003
3373,5,6,1998,5.5,11000.0,1413,2163,1149,53,21000000,13583690,2104,96.0,1998
3998,6,4,2001,6.1,29000.0,1004,3823,1542,53,18000000,13578186,1649,93.0,2001
6272,3,6,2013,6.9,119000.0,1591,2424,380,11,0,13551156,2229,117.0,2014
1107,5,8,1987,6.1,16000.0,2620,2869,2349,6,0,13539458,1603,85.0,1987
5175,5,4,2007,4.3,11000.0,2648,1154,563,53,20000000,13539154,1041,84.0,2007
4826,5,0,2005,5.6,25000.0,1616,1935,2207,53,33000000,13485145,1606,83.0,2005
5420,5,6,2008,6.7,12000.0,1473,186,1691,52,20000000,13451186,857,133.0,2008
1695,6,5,1990,6.9,26000.0,2484,1941,132,53,0,13446769,643,110.0,1991
888,4,4,1986,6.4,14000.0,2390,3703,1211,53,0,13431806,50,93.0,1986
2897,5,4,1996,4.4,26000.0,1159,34,1975,53,15000000,13427615,1538,88.0,1996
961,6,6,1986,6.3,3500.0,2277,4289,760,53,0,13418091,256,89.0,1986
2908,6,4,1996,8.0,39000.0,1890,2925,2472,52,4500000,13417292,587,136.0,1997
4183,6,0,2002,6.2,23000.0,1649,1471,1403,53,30000000,13414416,686,106.0,2002
4681,5,3,2005,7.1,53000.0,386,3821,905,53,25000000,13411957,686,107.0,2005
2774,4,1,1995,4.7,5800.0,1825,2874,2448,53,15000000,13406717,2038,89.0,1995
6994,4,2,2016,5.6,10000.0,1545,3964,1001,17,20000000,13385737,1116,94.0,2016
2547,6,4,1994,7.4,36000.0,2782,4318,1211,53,20000000,13383747,1556,98.0,1995
2208,6,4,1992,5.9,4500.0,260,423,248,53,43000000,13351357,563,119.0,1992
5760,5,4,2010,7.4,31000.0,774,1211,1662,45,0,13348704,994,123.0,2010
2973,5,6,1996,6.7,10000.0,2241,2496,50,53,36000000,13323144,563,130.0,1997
7344,6,0,2018,6.1,49000.0,741,1121,1185,52,15000000,13313581,2051,94.0,2018
922,1,1,1986,7.0,11000.0,1763,2719,1458,27,0,13299749,1054,76.0,1989
2757,6,9,1995,6.1,15000.0,488,744,2233,53,12000000,13294422,1922,109.0,1995
1139,5,4,1987,5.3,6600.0,1138,1751,1818,53,15000000,13290368,162,81.0,1987
248,6,6,1982,6.7,15000.0,2443,1316,192,53,9000000,13277558,163,125.0,1983
2108,6,6,1992,4.5,14000.0,2710,473,1602,15,30000000,13273595,704,99.0,1993
2154,5,4,1992,6.1,7100.0,2170,2896,439,53,7500000,13272113,2179,98.0,1992
4624,6,5,2004,7.6,24000.0,1890,2925,960,52,11000000,13267869,1404,125.0,2005
3617,6,0,1999,4.3,8800.0,2401,546,450,53,50000000,13263993,1538,92.0,1999
288,6,9,1982,5.7,3800.0,1181,521,1748,6,0,13258670,522,103.0,1982
283,6,0,1982,6.5,2000.0,890,3681,2260,52,0,13253583,72,97.0,1982
2162,6,0,1992,6.3,10000.0,2737,445,241,53,14000000,13249535,2142,101.0,1992
1784,6,4,1990,6.0,4200.0,2686,2953,650,53,0,13236513,1697,90.0,1990
3753,6,0,2000,6.7,32000.0,464,710,2176,53,8500000,13200972,232,119.0,2000
4363,3,4,2003,7.9,65000.0,1967,3065,2019,20,0,13200241,799,186.0,2003
1970,4,6,1991,7.4,6200.0,1895,1205,71,52,0,13200170,290,95.0,1992
413,6,0,1983,6.1,4700.0,2362,1750,2309,53,700000,13168027,530,90.0,1983
885,5,4,1986,6.1,32000.0,2488,1074,585,53,2000000,13167232,1606,86.0,1986
6532,6,6,2014,8.1,53000.0,2784,4319,142,6,0,13156856,1409,139.0,2014
7340,6,5,2018,7.0,58000.0,1090,1691,1204,14,38000000,13143056,2197,122.0,2018
2541,5,4,1994,6.3,13000.0,1425,2550,1749,53,0,13137484,1236,113.0,1994
3160,6,0,1997,7.2,7700.0,1387,1485,1252,53,25000000,13130349,2179,140.0,1997
4021,5,4,2001,5.5,14000.0,1737,2061,1821,53,14000000,13127022,2142,86.0,2001
292,4,4,1982,6.2,5100.0,183,1647,36,53,0,13111101,2115,110.0,1982
1140,4,4,1987,5.9,2800.0,1657,1732,783,53,0,13110903,1697,92.0,1987
569,6,0,1984,6.0,3600.0,1072,3324,367,31,4600000,13102025,547,90.0,1984
7589,3,0,2019,7.2,10000.0,1967,3441,1828,20,0,13098981,316,146.0,2019
5172,5,0,2007,3.8,45000.0,2712,1106,1071,15,60000000,13097915,422,127.0,2008
6184,6,4,2012,7.0,24000.0,1520,3190,1955,52,0,13090471,904,101.0,2012
2248,6,5,1993,7.9,212000.0,2696,3322,421,53,13000000,13088850,1568,119.0,1993
2092,6,3,1992,7.2,8600.0,759,1300,675,53,16000000,13086430,1196,125.0,1992
726,5,4,1985,6.3,23000.0,1621,3851,647,53,7000000,13086298,810,94.0,1985
5568,6,6,2009,7.1,44000.0,2010,4351,1334,44,5000000,13085023,502,134.0,2009
6829,6,4,2015,5.1,38000.0,2521,2215,2097,53,14000000,13081651,1697,93.0,2015
2777,6,5,1995,6.9,21000.0,2463,3414,902,53,25000000,13071518,2142,128.0,1995
7389,5,3,2018,6.2,21000.0,2293,3540,2359,27,39000000,13061491,2142,116.0,2018
3553,6,3,1999,7.3,21000.0,48,1325,718,53,50000000,13042112,765,145.0,2000
417,4,4,1983,6.8,10000.0,44,4033,1715,53,9000000,13030214,467,107.0,1983
1296,6,0,1988,6.6,13000.0,1510,2312,1376,53,3000000,13030057,1050,88.0,1989
7202,5,5,2017,6.5,35000.0,536,802,598,6,22000000,13025860,303,122.0,2017
1257,4,6,1988,8.5,239000.0,945,1444,2011,25,5000000,13019063,728,155.0,1990
1249,6,0,1988,7.3,117000.0,1320,3357,2131,53,4000000,13008928,122,94.0,1988
397,4,0,1983,4.9,3700.0,997,4293,321,53,0,13000000,2142,96.0,1983
697,6,6,1985,6.6,8100.0,1008,4000,1696,53,0,12993175,2179,107.0,1985
4428,5,4,2003,4.9,11000.0,1123,1057,1350,53,0,12991996,1536,117.0,2003
6753,6,0,2015,6.7,35000.0,2230,2068,1447,34,0,12975143,955,105.0,2015
2412,6,4,1993,5.2,4100.0,1357,2070,83,53,6000000,12974636,1606,87.0,1993
5684,3,0,2010,7.8,117000.0,1194,3121,1491,44,0,12966357,1966,144.0,2010
7020,5,3,2016,7.0,33000.0,1203,1841,2170,52,9000000,12957265,1809,123.0,2016
658,4,4,1985,7.0,31000.0,1742,3000,2543,53,8000000,12952019,785,108.0,1985
6752,6,5,2015,6.5,68000.0,549,3414,2490,10,50000000,12951093,2016,137.0,2015
3384,5,0,1998,5.4,8600.0,1540,4291,1950,53,30000000,12951088,2142,89.0,1998
928,6,9,1986,6.2,15000.0,857,855,582,53,5000000,12947763,1697,89.0,1986
3589,4,0,1999,6.1,7900.0,2574,1583,2401,27,13000000,12924063,2085,99.0,2000
4343,5,3,2003,6.3,16000.0,2323,1847,2353,53,56000000,12923936,2114,219.0,2003
676,6,6,1985,4.5,4800.0,1105,12,1240,53,19000000,12918858,686,115.0,1985
2403,4,1,1993,6.6,3400.0,1880,2547,2061,53,0,12890752,2176,108.0,1993
3982,6,0,2001,6.3,48000.0,2326,3832,2207,52,27000000,12881605,131,93.0,2002
3383,6,4,1998,6.1,14000.0,2069,1469,1650,53,15000000,12874899,807,93.0,1998
149,6,5,1981,6.3,7500.0,2711,2047,2106,53,10000000,12850276,591,108.0,1981
3028,5,4,1996,6.1,7800.0,720,1866,2594,53,0,12844057,1198,114.0,1996
4871,6,4,2006,6.5,76000.0,1121,1725,1852,6,15000000,12834936,1097,95.0,2006
3033,5,4,1996,3.8,4800.0,1948,669,701,53,0,12825141,1495,96.0,1996
4012,6,5,2001,6.1,23000.0,318,510,1106,53,0,12806614,1606,92.0,2002
2946,5,6,1996,6.7,26000.0,1235,3717,1730,53,23000000,12803305,1907,98.0,1997
1255,6,4,1988,6.3,27000.0,720,159,140,53,6000000,12793213,1621,104.0,1988
3165,6,6,1997,7.4,4300.0,2603,4010,1470,53,10000000,12782749,95,104.0,1997
3016,5,4,1996,5.9,4300.0,2266,2422,2307,53,0,12767815,1873,129.0,1996
5633,5,0,2009,3.7,23000.0,126,2269,1444,6,18000000,12764201,1215,96.0,2009
7137,6,4,2017,5.7,42000.0,917,1979,1683,52,25000000,12751667,384,105.0,2017
2364,4,1,1993,4.8,13000.0,2270,3505,113,53,7000000,12741891,231,97.0,1993
1382,6,12,1988,6.2,9700.0,147,618,597,53,0,12706478,380,96.0,1988
4802,6,0,2005,2.4,42000.0,2712,1187,421,6,20000000,12693645,61,96.0,2005
6425,5,6,2013,7.7,46000.0,186,308,322,14,11000000,12673462,1531,130.0,2013
6345,6,0,2013,6.2,68000.0,2532,3910,1071,52,20000000,12671109,1429,100.0,2013
6265,6,1,2013,5.3,41000.0,765,1192,1551,53,5000000,12666449,2214,100.0,2015
4402,4,4,2003,4.8,4000.0,1626,2427,671,53,0,12661189,1040,80.0,2003
1113,6,5,1987,6.4,5100.0,516,253,2361,53,8300000,12640385,775,112.0,1987
1416,6,6,1988,6.2,3000.0,2585,1318,1149,53,22000000,12638294,1610,127.0,1988
4184,6,5,2002,7.1,39000.0,1281,1961,2049,53,6500000,12633747,1697,105.0,2003
1738,6,6,1990,6.3,7700.0,516,942,2098,53,7000000,12626043,910,99.0,1990
176,4,0,1981,5.1,2000.0,2757,1649,1433,53,18000000,12617845,854,98.0,1981
7012,6,4,2016,6.8,19000.0,1635,2512,817,52,0,12597262,290,117.0,2017
4623,6,5,2004,7.4,34000.0,1458,2222,346,9,3000000,12594630,1147,101.0,2004
3795,6,6,2000,5.9,15000.0,656,1485,1017,53,24000000,12591270,1591,90.0,2000
6220,5,4,2012,7.1,42000.0,69,108,411,53,16000000,12558931,835,114.0,2012
2107,6,9,1992,5.5,28000.0,156,3225,2435,53,5000000,12534961,970,97.0,1992
259,6,9,1982,5.5,11000.0,528,4127,1021,31,5000000,12534817,810,104.0,1982
3069,5,6,1997,7.8,287000.0,119,203,741,53,36000000,12532777,686,106.0,1997
810,6,4,1985,5.9,953.0,846,3944,2384,53,0,12531831,391,99.0,1985
2351,6,0,1993,6.6,16000.0,2490,2496,710,27,21000000,12526677,1382,110.0,1993
4199,6,4,2002,5.5,14000.0,2733,1970,198,53,12000000,12517488,1570,93.0,2002
4984,4,0,2006,4.4,19000.0,2091,40,2461,53,35000000,12506362,1846,83.0,2006
